year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
1948,Aquatics,Swimming,"HELSER, Brenda Merserau",USA,Women,4x100m freestyle relay,Gold,0
1948,Aquatics,Swimming,"KALAMA, Thelma H.",USA,Women,4x100m freestyle relay,Gold,0
1948,Aquatics,Swimming,"MCLANE, James Price Jr.",USA,Men,1500m freestyle,Gold,0
1948,Aquatics,Swimming,"MITRO, GyÃ¶rgy",HUN,Men,1500m freestyle,Bronze,0
1948,Aquatics,Swimming,"CURTIS, Ann Elisabeth",USA,Women,100m freestyle,Silver,0
1948,Aquatics,Swimming,"ANDERSEN, Greta Marie",DEN,Women,100m freestyle,Gold,0
1948,Fencing,Fencing,"PECHEUX, Michel",FRA,Men,Ã©pÃ©e team,Gold,0
1948,Aquatics,Diving,"LEE, Samuel",USA,Men,10m platform,Gold,0
1948,Aquatics,Diving,"HARLAN, Bruce Ira",USA,Men,10m platform,Silver,0
1948,Aquatics,Diving,"CHRISTOFFERSEN-HANSON, Birte",DEN,Women,10m platform,Bronze,0
1948,Aquatics,Diving,"DRAVES, Victoria Manalo",USA,Women,10m platform,Gold,0
1948,Aquatics,Diving,"ELSENER, Patricia Anne",USA,Women,10m platform,Silver,0
1948,Aquatics,Diving,"LEE, Samuel",USA,Men,3m springboard,Bronze,0
1948,Aquatics,Diving,"HARLAN, Bruce Ira",USA,Men,3m springboard,Gold,0
1948,Aquatics,Diving,"ANDERSON, Miller Altman",USA,Men,3m springboard,Silver,0
1948,Aquatics,Diving,"ELSENER, Patricia Anne",USA,Women,3m springboard,Bronze,0
1948,Aquatics,Swimming,"ANDERSEN, Greta Marie",DEN,Women,4x100m freestyle relay,Silver,0
1948,Aquatics,Diving,"DRAVES, Victoria Manalo",USA,Women,3m springboard,Gold,0
1948,Aquatics,Swimming,"VALLEREY JR., Georges",FRA,Men,100m backstroke,Bronze,0
1948,Aquatics,Swimming,"STACK, Allen Mcintyre",USA,Men,100m backstroke,Gold,0
1948,Aquatics,Swimming,"COWELL, Robert Elmer",USA,Men,100m backstroke,Silver,0
1948,Aquatics,Swimming,"DAVIES, Judith Joy",AUS,Women,100m backstroke,Bronze,0
1948,Aquatics,Swimming,"HARUP, Karen Margrethe",DEN,Women,100m backstroke,Gold,0
1948,Aquatics,Swimming,"ZIMMERMAN, Suzanne Winona",USA,Women,100m backstroke,Silver,0
1948,Aquatics,Swimming,"KADAS, Geza",HUN,Men,100m freestyle,Bronze,0
1948,Aquatics,Swimming,"RIS, Walter Stephen",USA,Men,100m freestyle,Gold,0
1948,Aquatics,Swimming,"FORD, Alan Robert",USA,Men,100m freestyle,Silver,0
1948,Aquatics,Swimming,"LINSSEN-VAESSEN, Marie-Louise Jean",NED,Women,100m freestyle,Bronze,0
1948,Aquatics,Diving,"OLSEN-JENSEN, Zoe-Ann",USA,Women,3m springboard,Silver,0
1948,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Women,100m,Bronze,0
1948,Aquatics,Swimming,"CARSTENSEN, Fritze Wulf",DEN,Women,4x100m freestyle relay,Silver,0
1948,Aquatics,Swimming,"RIISE, Eva Johanne",DEN,Women,4x100m freestyle relay,Silver,0
1948,Aquatics,Water polo,"OGNIO, Geminio",ITA,Men,water polo,Gold,0
1948,Aquatics,Water polo,"PANDOLFINI, Gianfranco",ITA,Men,water polo,Gold,0
1948,Aquatics,Water polo,"PANDOLFINI, Tullio",ITA,Men,water polo,Gold,0
1948,Aquatics,Water polo,"RUBINI, Cesare",ITA,Men,water polo,Gold,0
1948,Aquatics,Water polo,"BRANDI, JenÃ¶",HUN,Men,water polo,Silver,0
1948,Aquatics,Water polo,"CSUVIK, Oszkar",HUN,Men,water polo,Silver,0
1948,Aquatics,Water polo,"FABIAN, DezsÃ¶",HUN,Men,water polo,Silver,0
1948,Aquatics,Water polo,"GYARMATI, Dezso",HUN,Men,water polo,Silver,0
1948,Aquatics,Water polo,"GYORFFI, Endre",HUN,Men,water polo,Silver,0
1948,Aquatics,Water polo,"HOLOP, Miklos",HUN,Men,water polo,Silver,0
1948,Aquatics,Water polo,"JENEI, Laszlo",HUN,Men,water polo,Silver,0
1948,Aquatics,Water polo,"LEMHENYI, DezsÃÂ¶",HUN,Men,water polo,Silver,0
1948,Aquatics,Water polo,"SZITTYA, Karoly",HUN,Men,water polo,Silver,0
1948,Aquatics,Water polo,"SZIVOS, Istvan",HUN,Men,water polo,Silver,0
1948,Athletics,Athletics,"ALBERTSSON, Bertil",SWE,Men,10000m,Bronze,0
1948,Athletics,Athletics,"ZATOPEK, Emil",TCH,Men,10000m,Gold,0
1948,Athletics,Athletics,"SCHWAB, Erich Arthur Fritz",SUI,Men,10000m walk,Bronze,0
1948,Athletics,Athletics,"MIKAELSSON, John",SWE,Men,10000m walk,Gold,0
1948,Athletics,Athletics,"JOHANSSON, Ingemar",SWE,Men,10000m walk,Silver,0
1948,Athletics,Athletics,"LABEACH, Lloyd",PAN,Men,100m,Bronze,0
1948,Athletics,Athletics,"DILLARD, Harrison",USA,Men,100m,Gold,0
1948,Aquatics,Water polo,"MAIONI, Mario",ITA,Men,water polo,Gold,0
1948,Aquatics,Water polo,"GHIRA, Aldo",ITA,Men,water polo,Gold,0
1948,Aquatics,Water polo,"BUONOCORE, Pasquale",ITA,Men,water polo,Gold,0
1948,Aquatics,Water polo,"BULGARELLI, Emilio",ITA,Men,water polo,Gold,0
1948,Aquatics,Swimming,"BERNARDO, Joseph",FRA,Men,4x200m freestyle relay,Bronze,0
1948,Aquatics,Swimming,"CORNU, Rene",FRA,Men,4x200m freestyle relay,Bronze,0
1948,Aquatics,Swimming,"JANY, Alexandre",FRA,Men,4x200m freestyle relay,Bronze,0
1948,Aquatics,Swimming,"PADOU JR., Henri",FRA,Men,4x200m freestyle relay,Bronze,0
1948,Aquatics,Swimming,"MCLANE, James Price Jr.",USA,Men,4x200m freestyle relay,Gold,0
1948,Aquatics,Swimming,"RIS, Walter Stephen",USA,Men,4x200m freestyle relay,Gold,0
1948,Aquatics,Swimming,"SMITH, William M. Jr.",USA,Men,4x200m freestyle relay,Gold,0
1948,Aquatics,Swimming,"WOLF, Wallace Perry",USA,Men,4x200m freestyle relay,Gold,0
1948,Aquatics,Swimming,"KADAS, Geza",HUN,Men,4x200m freestyle relay,Silver,0
1948,Aquatics,Swimming,"MITRO, GyÃ¶rgy",HUN,Men,4x200m freestyle relay,Silver,0
1948,Aquatics,Swimming,"HARUP, Karen Margrethe",DEN,Women,4x100m freestyle relay,Silver,0
1948,Aquatics,Swimming,"NYEKI, Imre",HUN,Men,4x200m freestyle relay,Silver,0
1948,Aquatics,Water polo,"BRAASEM, Cornelis",NED,Men,water polo,Bronze,0
1948,Aquatics,Water polo,"KEETELAAR, Hendrikus Zacharias",NED,Men,water polo,Bronze,0
1948,Aquatics,Water polo,"KOREVAAR, Cornelis (Nijs)",NED,Men,water polo,Bronze,0
